imdb_id,runtime,budget,Animation,Action,Adventure,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Science Fiction,Romance,Thriller,Western,War,won_oscars,nominated_oscars,other_awards_won,other_awards_nominated,director_won_oscar,director_nominated_oscar,director_other_awards_won,director_other_awards_nominated,movie rating
tt5697572,111,95000000,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,195,462,1,0,32,53,3
tt0113101,98,4000000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,229,324,0,0,10,17,7
tt0107286,110,21000000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,47,109,0,0,3,11,7
tt0076759,121,11000000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,102,94,0,4,60,34,9
tt0266543,100,94000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,8,357,546,4,0,61,94,8
tt0109830,142,55000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,136,269,1,0,34,38,9
tt0169547,122,15000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,248,419,1,0,54,65,8
tt0033467,119,839727,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,18,16,1,0,32,25,8
tt0168629,140,12800000,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,100,131,0,1,104,112,8
tt0411267,87,3000000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,35,30,0,0,13,12,5
tt0385813,110,850000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20,26,0,0,0,0,5
tt0064782,158,20000000,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5,0,162,197,0,3,3,8,7
tt0796355,76,2000000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,2,0,4
tt0783598,101,10000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11,29,0,0,0,0,6
tt0075925,123,9000000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,55,82,0,4,5,10,6
tt0102802,77,18000000,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,68,87,0,0,4,6,6
tt0410320,82,2800000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,110,0,0,0,3,7
tt0045917,78,290000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0,2,0,1,5,6
tt0794338,111,3000000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,26,16,0,0,0,0,7
tt1308169,90,4000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22,29,0,0,1,0,4
tt0143145,128,135000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,141,256,0,0,23,19,6
tt0060708,119,1000000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,59,34,0,0,6,15,5
tt0120611,120,45000000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,67,69,0,0,1,3,7
tt0359013,123,65000000,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,69,165,0,0,7,12,6
tt0028944,138,2800000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,1,1,6,8,8
tt0042376,103,1233000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,10,8,0,0,0,0,7
tt0120903,104,75000000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,186,378,0,0,18,21,7
tt0290334,133,110000000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,4,220,442,0,0,18,21,7
tt0060482,110,20113000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,17,4,0,0,0,6,8
tt0376994,104,210000000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,4,259,546,0,0,6,4,7
tt0058751,94,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,14,0,1,0,1,7
tt0068595,90,700000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5
tt0097365,98,1500000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,0,0,0,1,4
tt0177858,100,5000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74,67,0,0,49,44,8
tt0040525,87,2300000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,37,25,1,0,32,25,8
tt0101912,118,29000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,101,225,0,0,13,9,7
tt0077278,98,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,7
tt0475278,107,1280000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,4,6
tt0074084,317,9000000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,1,101,185,2,0,50,37,8
tt0469623,113,16000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,117,235,0,0,39,36,7
tt0368794,135,20000000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,1,355,427,0,1,57,93,7
tt0121164,77,40000000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,17,387,558,0,3,29,76,7
tt0818108,90,650000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,36,0,0,3,4,6
tt0090887,82,2000000,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,22,41,0,0,3,5,6
tt0207201,127,70000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,223,354,0,1,6,4,6
tt0816626,100,130000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,0,0,8,10,6
tt0372588,98,32000000,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,57,108,0,1,20,23,7
tt0094721,92,15000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,158,260,0,2,26,74,8
tt0247199,98,1500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,51,169,0,0,5,6,7
tt0102492,102,16500000,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,33,81,0,0,1,0,7
tt0084946,146,20000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,49,30,0,0,8,10,6
tt0096933,125,30000000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,119,112,0,4,44,93,7
tt0280491,107,2000000,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13,27,0,1,38,66,8
tt0293662,92,21000000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,47,0,0,3,19,7
tt0022700,91,602620,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,0,0,0,3,6
tt0023817,67,151000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,0,2,0,0,7
tt0221027,124,53000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,196,365,0,0,1,4,8
tt0841084,104,105000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,30,7
tt0465602,86,39000000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,80,125,0,0,3,0,7
tt0257044,117,80000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,176,373,1,0,54,65,8
tt0959337,119,35000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,204,410,1,0,54,65,7
tt0399095,120,12000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,32,60,0,0,7,4,7
tt0041931,105,1000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,32,17,0,1,19,17,7
tt0038109,111,1500000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,1,69,41,0,5,31,38,8
tt0071877,128,1500000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,8,9,220,253,0,5,36,44,7
tt0061955,107,747000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,38,27,0,3,33,33,7
tt0077413,140,7920000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,5,145,246,0,0,2,3,7
tt0083908,117,10000000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4,5,90,154,0,0,1,1,7
tt0079152,116,7000000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,42,95,0,1,1,2,5
tt0095675,88,700000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,154,151,1,0,154,181,8
tt0212235,86,5000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,49,0,0,3,6,4
tt0985108,7,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
tt0117571,111,14000000,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,65,132,0,0,10,7,7
tt0120082,120,24000000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,42,113,0,0,10,7,6
tt0134084,116,40000000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,84,134,0,0,10,7,6
tt0329099,92,30000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,5
tt0290329,84,7000000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,33,55,7
tt0219854,104,65000000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,86,152,0,0,0,2,6
tt0175142,88,19000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,72,0,0,4,13,6
tt0257106,83,45000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,0,0,4,13,5
tt0420332,192,7000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,269,312,0,0,32,8,8
tt0346723,167,120000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,126,140,0,0,1,0,6
